item_id,genre,blind,cue_stratum,dominant,n_votes,agreement,subordinate_majority,tie
math-011,math,1,,SYN,9,1.0,0,0
math-012,math,1,,MER,9,1.0,1,0
math-013,math,1,,MER,9,1.0,1,0
math-014,math,1,,ANT,9,1.0,1,0
math-015,math,1,,SYN,9,1.0,0,0
math-016,math,1,,SYN,9,1.0,0,0
math-017,math,1,,SYN,9,1.0,0,0
math-018,math,1,,SYN,9,0.556,1,0
math-019,math,1,,SYN,9,1.0,0,0
math-020,math,1,,MER,9,0.889,0,0
math-021,math,1,,SYN,9,1.0,0,0
math-022,math,1,,SYN,9,0.889,0,0
math-023,math,1,,SYN,9,0.889,0,0
math-024,math,1,,SYN,9,1.0,0,0
math-025,math,1,,SYN,9,0.778,0,0
math-026,math,1,,SYN,9,1.0,0,0
math-027,math,1,,SYN,9,1.0,0,0
math-028,math,1,,MER,9,1.0,1,0
math-029,math,1,,MER,9,0.667,1,0
math-030,math,1,,MER,9,0.667,1,0
math-031,math,1,,SYN,9,1.0,0,0
math-032,math,1,,SYN,9,0.778,1,0
math-033,math,1,,MER,9,0.778,1,0
math-034,math,1,,SYN,9,0.778,0,0
math-035,math,1,,SYN,9,1.0,0,0
math-036,math,1,,PAR,9,0.667,1,0
math-037,math,1,,MER,9,1.0,1,0
math-038,math,1,,SYN,9,1.0,0,0
math-039,math,1,,SYN,9,1.0,0,0
math-040,math,1,,SYN,9,1.0,0,0
math-041,math,1,,MER,9,1.0,1,0
math-042,math,1,,SYN,9,0.889,0,0
math-043,math,1,,SYN,9,1.0,0,0
math-044,math,1,,SYN,9,1.0,0,0
math-045,math,1,,SYN,9,1.0,0,0
math-046,math,1,,MER,9,0.889,1,0
math-047,math,1,,MER,9,1.0,1,0
math-048,math,1,,MER,9,0.667,1,0
math-049,math,1,,SYN,9,1.0,0,0
math-050,math,1,,MER,9,0.667,1,0
math-051,math,1,,MER,9,0.667,1,0
math-052,math,1,,SYN,9,1.0,0,0
math-053,math,1,,MER,9,1.0,1,0
math-054,math,1,,MER,9,0.889,1,0
math-055,math,1,,SYN,9,1.0,0,0
math-056,math,1,,SYN,9,0.889,0,0
math-057,math,1,,NONE,9,0.889,0,0
math-058,math,1,,PAR,9,0.667,0,0
math-059,math,1,,MER,9,1.0,0,0
math-060,math,1,,SYN,9,1.0,0,0
math-061,math,1,,SYN,9,1.0,0,0
math-062,math,1,,MER,9,0.778,0,0
math-063,math,1,,SYN,9,1.0,0,0
math-064,math,1,,MER,9,0.778,0,0
math-065,math,1,,SYN,9,1.0,0,0
math-066,math,1,,SYN,9,1.0,0,0
math-067,math,1,,ANT,9,1.0,1,0
math-068,math,1,,SYN,9,1.0,0,0
math-069,math,1,,MER,9,1.0,1,0
math-070,math,1,,SYN,9,0.667,1,0
math-071,math,1,,SYN,9,1.0,0,0
math-072,math,1,,MER,9,0.889,1,0
math-073,math,1,,SYN,9,1.0,0,0
math-074,math,1,,SYN,9,0.778,0,0
math-075,math,1,,SYN,9,1.0,0,0
math-076,math,1,,SYN,9,1.0,0,0
math-077,math,1,,SYN,9,1.0,0,0
math-078,math,1,,SYN,9,1.0,0,0
math-079,math,1,,MER,9,0.889,1,0
math-080,math,1,,SYN,9,1.0,0,0
math-081,math,1,,ANT,9,1.0,0,0
math-082,math,1,,SYN,9,1.0,0,0
math-083,math,1,,SYN,9,1.0,1,0
math-084,math,1,,SYN,9,1.0,0,0
math-085,math,1,,SYN,9,0.889,0,0
math-086,math,1,,MER,9,1.0,1,0
math-087,math,1,,MER,9,1.0,1,0
math-088,math,1,,SYN,9,1.0,0,0
math-089,math,1,,SYN,9,1.0,0,0
math-090,math,1,,SYN,9,1.0,0,0
math-091,math,1,,SYN,9,1.0,0,0
math-092,math,1,,SYN,9,1.0,0,0
math-093,math,1,,SYN,9,1.0,0,0
math-094,math,1,,SYN,9,0.889,0,0
math-095,math,1,,SYN,9,1.0,0,0
math-096,math,1,,SYN,9,1.0,0,0
math-097,math,1,,MER,9,1.0,1,0
math-098,math,1,,SYN,9,0.889,0,0
math-099,math,1,,ANT,9,1.0,1,0
math-100,math,1,,SYN,9,0.889,0,0
math-101,math,1,,SYN,9,0.889,0,0
math-102,math,1,,MER,9,0.667,1,0
math-103,math,1,,SYN,9,1.0,0,0
math-104,math,1,,SYN,9,1.0,0,0
math-105,math,1,,SYN,9,1.0,0,0
math-106,math,1,,ANT,9,0.667,1,0
math-107,math,1,,ANT,9,0.667,1,0
math-108,math,1,,SYN,9,1.0,0,0
math-109,math,1,,MER,9,1.0,1,0
math-110,math,1,,SYN,9,1.0,0,0
math-111,math,1,,SYN,9,1.0,0,0
math-112,math,1,,SYN,9,1.0,0,0
math-113,math,1,,ANT,9,1.0,0,0
math-114,math,1,,MER,9,0.667,1,0
math-115,math,1,,MER,9,0.889,1,0
math-116,math,1,,SYN,9,1.0,0,0
math-117,math,1,,SYN,9,0.778,1,0
math-118,math,1,,MER,9,0.556,1,0
math-119,math,1,,SYN,9,0.778,1,0
math-120,math,1,,SYN,9,1.0,1,0
math-121,math,1,,SYN,9,0.667,1,0
math-122,math,1,,MER,9,1.0,1,0
math-123,math,1,,SYN,9,1.0,0,0
math-124,math,1,,SYN,9,1.0,0,0
math-125,math,1,,SYN,9,1.0,0,0
math-126,math,1,,ANT,9,0.889,1,0
math-127,math,1,,SYN,9,1.0,0,0
math-128,math,1,,MER,9,0.556,1,0
math-129,math,1,,MER,9,1.0,1,0
math-130,math,1,,MER,9,1.0,1,0
math-131,math,1,,SYN,9,1.0,0,0
math-132,math,1,,SYN,9,0.889,0,0
math-133,math,1,,MER,9,0.778,0,0
math-134,math,1,,MER,9,1.0,0,0
math-135,math,1,,MER,9,0.667,0,0
math-136,math,1,,MER,9,0.889,0,0
math-137,math,1,,MER,9,0.889,1,0
math-138,math,1,,MER,9,0.778,0,0
math-139,math,1,,MER,9,0.778,0,0
math-140,math,1,,MER,9,1.0,0,0
math-141,math,1,,ANT,9,1.0,1,0
math-142,math,1,,SYN,9,1.0,0,0
math-143,math,1,,MER,9,1.0,1,0
math-144,math,1,,SYN,9,0.889,0,0
math-145,math,1,,MER,9,1.0,1,0
math-146,math,1,,ANT,9,1.0,1,0
math-147,math,1,,MER,9,1.0,1,0
math-148,math,1,,SYN,9,1.0,0,0
math-149,math,1,,SYN,9,1.0,0,0
math-150,math,1,,ANT,9,1.0,1,0
math-151,math,1,,SYN,9,0.556,0,0
math-152,math,1,,SYN,9,1.0,0,0
math-153,math,1,,SYN,9,1.0,0,0
math-154,math,1,,SYN,9,1.0,0,0
math-155,math,1,,SYN,9,0.667,0,0
math-156,math,1,,MER,9,1.0,1,0
math-157,math,1,,MER,9,0.667,1,0
math-158,math,1,,MER,9,1.0,1,0
math-159,math,1,,ANT,9,1.0,1,0
math-160,math,1,,SYN,9,1.0,0,0
math-161,math,1,,MER,9,0.556,1,0
math-162,math,1,,SYN,9,1.0,0,0
math-163,math,1,,MER,9,1.0,1,0
math-164,math,1,,MER,9,1.0,1,0
math-165,math,1,,MER,9,1.0,1,0
math-166,math,1,,SYN,9,1.0,0,0
math-167,math,1,,SYN,9,1.0,0,0
math-168,math,1,,ANT,9,1.0,1,0
math-169,math,1,,MER,9,0.778,1,0
math-170,math,1,,SYN,9,0.556,1,0
math-171,math,1,,MER,9,0.667,1,0
math-172,math,1,,MER,9,0.556,1,0
math-173,math,1,,MER,9,0.556,0,0
math-174,math,1,,SYN,9,1.0,1,0
math-175,math,1,,SYN,9,1.0,0,0
math-176,math,1,,MER,9,0.889,0,0
math-177,math,1,,MER,9,0.889,0,0
math-178,math,1,,MER,9,1.0,0,0
math-179,math,1,,SYN,9,1.0,0,0
math-180,math,1,,SYN,9,0.889,1,0
math-181,math,1,,SYN,9,0.889,0,0
math-182,math,1,,SYN,9,0.556,1,0
math-183,math,1,,SYN,9,0.778,0,0
math-184,math,1,,SYN,9,0.778,0,0
math-185,math,1,,SYN,9,1.0,0,0
math-186,math,1,,MER,9,1.0,1,0
math-187,math,1,,PAR,9,0.778,1,0
math-188,math,1,,MER,9,0.778,0,0
math-189,math,1,,SYN,9,0.556,0,0
math-190,math,1,,SYN,9,0.667,0,0
math-191,math,1,,SYN,9,1.0,0,0
math-192,math,1,,SYN,9,1.0,0,0
math-193,math,1,,SYN,9,1.0,0,0
math-194,math,1,,SYN,9,1.0,1,0
math-195,math,1,,SYN,9,1.0,0,0
math-196,math,1,,MER,9,0.556,1,0
math-197,math,1,,SYN,9,1.0,0,0
math-198,math,1,,SYN,9,1.0,0,0
math-199,math,1,,MER,9,0.667,1,0
math-200,math,1,,SYN,9,1.0,0,0
math-201,math,1,,SYN,9,1.0,0,0
math-202,math,1,,SYN,9,1.0,0,0
math-203,math,1,,SYN,9,0.667,0,0
math-204,math,1,,SYN,9,1.0,0,0
math-205,math,1,,MER,9,0.889,1,0
math-206,math,1,,SYN,9,1.0,0,0
math-207,math,1,,MER,9,1.0,1,0
math-208,math,1,,SYN,9,1.0,0,0
math-209,math,1,,SYN,9,1.0,0,0
math-210,math,1,,SYN,9,1.0,0,0
math-211,math,1,,SYN,9,1.0,0,0
math-212,math,1,,SYN,9,1.0,0,0
math-213,math,1,,SYN,9,0.667,1,0
math-214,math,1,,SYN,9,0.889,1,0
math-215,math,1,,SYN,9,1.0,1,0
math-216,math,1,,SYN,9,1.0,0,0
math-217,math,1,,SYN,9,1.0,0,0
math-218,math,1,,SYN,9,1.0,0,0
math-219,math,1,,ANT,9,1.0,0,0
math-220,math,1,,ANT,9,0.667,1,0
math-221,math,1,,MER,9,1.0,1,0
math-222,math,1,,MER,9,1.0,1,0
math-223,math,1,,MER,9,0.667,1,0
math-224,math,1,,MER,9,1.0,1,0
math-225,math,1,,SYN,9,1.0,0,0
math-226,math,1,,SYN,9,1.0,0,0
math-227,math,1,,ANT,9,0.667,1,0
math-228,math,1,,MER,9,0.667,1,0
math-229,math,1,,MER,9,0.667,0,0
math-230,math,1,,MER,9,0.889,0,0
math-231,math,1,,MER,9,0.889,0,0
math-232,math,1,,SYN,9,1.0,0,0
math-233,math,1,,SYN,9,1.0,0,0
math-234,math,1,,SYN,9,0.778,0,0
math-235,math,1,,SYN,9,1.0,0,0
math-236,math,1,,SYN,9,0.778,1,0
math-237,math,1,,SYN,9,1.0,0,0
math-238,math,1,,MER,9,1.0,1,0
math-239,math,1,,MER,9,0.889,1,0
math-240,math,1,,ANT,9,0.778,0,0
math-241,math,1,,SYN,9,1.0,0,0
math-242,math,1,,SYN,9,1.0,0,0
math-243,math,1,,SYN,9,1.0,0,0
math-244,math,1,,SYN,9,1.0,0,0
math-245,math,1,,SYN,9,1.0,0,0
math-246,math,1,,SYN,9,1.0,0,0
math-247,math,1,,SYN,9,0.778,0,0
math-248,math,1,,ANT,9,1.0,1,0
math-249,math,1,,MER,9,0.556,1,0
math-250,math,1,,ANT,9,1.0,1,0
math-251,math,1,,ANT,9,1.0,1,0
math-252,math,1,,SYN,9,1.0,0,0
math-253,math,1,,SYN,9,1.0,0,0
math-254,math,1,,MER,9,0.556,1,0
math-255,math,1,,MER,9,1.0,1,0
math-256,math,1,,SYN,9,0.889,1,0
math-257,math,1,,SYN,9,0.778,0,0
math-258,math,1,,SYN,9,1.0,0,0
math-259,math,1,,SYN,9,1.0,0,0
math-260,math,1,,SYN,9,0.778,0,0
math-261,math,1,,SYN,9,0.889,1,0
math-262,math,1,,SYN,9,1.0,0,0
math-263,math,1,,MER,9,1.0,1,0
math-264,math,1,,SYN,9,1.0,0,0
math-265,math,1,,MER,9,1.0,1,0
math-266,math,1,,MER,9,0.667,1,0
math-267,math,1,,SYN,9,1.0,0,0
math-268,math,1,,SYN,9,1.0,0,0
math-269,math,1,,ANT,9,1.0,1,0
math-270,math,1,,SYN,9,1.0,0,0
math-271,math,1,,MER,9,0.444,1,0
math-272,math,1,,MER,9,0.667,1,0
math-273,math,1,,MER,9,0.778,1,0
math-274,math,1,,SYN,9,1.0,0,0
math-275,math,1,,SYN,9,1.0,0,0
math-276,math,1,,SYN,9,1.0,0,0
math-277,math,1,,MER,9,0.556,1,0
math-278,math,1,,MER,9,0.778,1,0
math-279,math,1,,SYN,9,1.0,0,0
math-280,math,1,,SYN,9,1.0,0,0
math-281,math,1,,SYN,9,1.0,0,0
math-282,math,1,,SYN,9,1.0,0,0
math-283,math,1,,SYN,9,1.0,1,0
math-284,math,1,,MER,9,1.0,1,0
math-285,math,1,,SYN,9,1.0,0,0
math-286,math,1,,SYN,9,1.0,0,0
math-287,math,1,,SYN,9,1.0,0,0
math-288,math,1,,MER,9,1.0,1,0
math-289,math,1,,MER,9,1.0,1,0
math-290,math,1,,ANT,9,0.556,1,0
math-291,math,1,,MER,9,0.778,1,0
math-292,math,1,,SYN,9,1.0,0,0
math-293,math,1,,SYN,9,1.0,0,0
math-294,math,1,,ANT,9,0.889,1,0
math-295,math,1,,SYN,9,1.0,1,0
math-296,math,1,,SYN,9,1.0,0,0
math-297,math,1,,SYN,9,1.0,0,0
math-298,math,1,,SYN,9,1.0,0,0
math-299,math,1,,SYN,9,1.0,0,0
math-300,math,1,,SYN,9,1.0,0,0
math-301,math,1,,MER,9,1.0,0,0
math-302,math,1,,SYN,9,0.556,1,0
math-303,math,1,,SYN,9,0.667,1,0
math-304,math,1,,PAR,9,0.556,0,0
math-305,math,1,,SYN,9,1.0,0,0
math-306,math,1,,ANT,9,1.0,1,0
math-307,math,1,,MER,9,0.778,1,0
math-308,math,1,,ANT,9,1.0,0,0
math-309,math,1,,SYN,9,1.0,0,0
math-310,math,1,,SYN,9,1.0,0,0
math-311,math,1,,SYN,9,1.0,0,0
math-312,math,1,,ANT,9,1.0,1,0
math-313,math,1,,SYN,9,1.0,0,0
math-314,math,1,,SYN,9,0.889,0,0
math-315,math,1,,SYN,9,1.0,0,0
math-316,math,1,,MER,9,0.667,1,0
math-317,math,1,,SYN,9,0.778,0,0
math-318,math,1,,SYN,9,1.0,0,0
math-319,math,1,,MER,9,0.778,0,0
math-320,math,1,,SYN,9,0.778,1,0
math-321,math,1,,SYN,9,1.0,0,0
math-322,math,1,,SYN,9,1.0,0,0
math-323,math,1,,SYN,9,1.0,0,0
math-324,math,1,,ANT,9,1.0,1,0
math-325,math,1,,SYN,9,1.0,0,0
math-326,math,1,,SYN,9,1.0,0,0
math-327,math,1,,MER,9,0.556,1,0
math-328,math,1,,SYN,9,1.0,0,0
math-329,math,1,,SYN,9,1.0,0,0
math-330,math,1,,MER,9,1.0,1,0
math-331,math,1,,SYN,9,1.0,0,0
math-332,math,1,,MER,9,1.0,1,0
math-333,math,1,,SYN,9,1.0,0,0
math-334,math,1,,ANT,9,1.0,1,0
math-335,math,1,,MER,9,0.556,1,0
math-336,math,1,,SYN,9,1.0,0,0
math-337,math,1,,SYN,9,1.0,1,0
math-338,math,1,,SYN,9,1.0,0,0
math-339,math,1,,SYN,9,1.0,0,0
math-340,math,1,,SYN,9,1.0,0,0
math-341,math,1,,SYN,9,1.0,0,0
math-342,math,1,,SYN,9,1.0,0,0
math-343,math,1,,ANT,9,0.667,1,0
math-344,math,1,,MER,9,0.889,1,0
math-345,math,1,,SYN,9,1.0,0,0
math-346,math,1,,SYN,9,1.0,0,0
math-347,math,1,,MER,9,1.0,1,0
math-348,math,1,,SYN,9,1.0,0,0
math-349,math,1,,SYN,9,0.556,1,0
math-350,math,1,,SYN,9,1.0,0,0
math-351,math,1,,SYN,9,1.0,0,0
math-352,math,1,,SYN,9,0.667,1,0
math-353,math,1,,SYN,9,1.0,0,0
math-354,math,1,,SYN,9,1.0,0,0
math-355,math,1,,SYN,9,1.0,0,0
math-356,math,1,,SYN,9,1.0,0,0
math-357,math,1,,MER,9,0.667,1,0
math-358,math,1,,ANT,9,1.0,1,0
math-359,math,1,,SYN,9,1.0,0,0
math-360,math,1,,SYN,9,1.0,0,0
math-361,math,1,,SYN,9,1.0,0,0
math-362,math,1,,SYN,9,1.0,0,0
math-363,math,1,,ANT,9,1.0,0,0
math-364,math,1,,SYN,9,1.0,0,0
math-365,math,1,,MER,9,0.778,0,0
math-366,math,1,,SYN,9,1.0,0,0
math-367,math,1,,SYN,9,1.0,0,0
math-368,math,1,,ANT,9,1.0,1,0
math-369,math,1,,MER,9,1.0,1,0
math-370,math,1,,SYN,9,1.0,0,0
math-371,math,1,,SYN,9,0.778,0,0
math-372,math,1,,SYN,9,1.0,0,0
math-373,math,1,,SYN,9,0.556,0,0
math-374,math,1,,SYN,9,1.0,0,0
math-375,math,1,,SYN,9,1.0,0,0
math-376,math,1,,MER,9,0.778,0,0
math-377,math,1,,SYN,9,1.0,0,0
math-378,math,1,,SYN,9,1.0,0,0
math-379,math,1,,MER,9,0.889,0,0
math-380,math,1,,ANT,9,0.667,1,0
math-381,math,1,,SYN,9,0.667,0,0
math-382,math,1,,MER,9,0.778,0,0
math-383,math,1,,MER,9,0.667,0,0
math-384,math,1,,SYN,9,0.667,1,0
math-385,math,1,,MER,9,0.889,0,0
math-386,math,1,,MER,9,0.778,0,0
math-387,math,1,,SYN,9,1.0,0,0
math-388,math,1,,SYN,9,1.0,0,0
math-389,math,1,,SYN,9,1.0,0,0
math-390,math,1,,SYN,9,1.0,0,0
math-391,math,1,,MER,9,1.0,1,0
math-392,math,1,,SYN,9,1.0,0,0
math-393,math,1,,MER,9,1.0,1,0
math-394,math,1,,SYN,9,0.667,0,0
math-395,math,1,,MER,9,1.0,1,0
math-396,math,1,,ANT,9,1.0,0,0
math-397,math,1,,SYN,9,1.0,0,0
math-398,math,1,,MER,9,0.889,1,0
math-399,math,1,,SYN,9,1.0,0,0
math-400,math,1,,MER,9,1.0,1,0
math-401,math,1,,MER,9,0.556,1,0
math-402,math,1,,PAR,9,1.0,0,0
math-403,math,1,,SYN,9,0.667,0,0
math-404,math,1,,MER,9,1.0,1,0
math-405,math,1,,SYN,9,1.0,0,0
math-406,math,1,,MER,9,0.889,1,0
math-407,math,1,,SYN,9,0.889,0,0
math-408,math,1,,SYN,9,1.0,0,0
math-409,math,1,,SYN,9,1.0,0,0
math-410,math,1,,SYN,9,1.0,0,0
math-411,math,1,,ANT,9,1.0,1,0
math-412,math,1,,ANT,9,1.0,1,0
math-413,math,1,,SYN,9,1.0,0,0
math-414,math,1,,MER,9,0.889,0,0
math-415,math,1,,MER,9,0.667,0,0
math-416,math,1,,MER,9,0.778,0,0
math-417,math,1,,MER,9,0.778,0,0
math-418,math,1,,ANT,9,1.0,0,0
math-419,math,1,,ANT,9,1.0,1,0
math-420,math,1,,ANT,9,0.889,1,0
math-421,math,1,,MER,9,1.0,1,0
math-422,math,1,,SYN,9,1.0,0,0
math-423,math,1,,SYN,9,1.0,0,0
math-424,math,1,,MER,9,0.667,0,0
math-425,math,1,,SYN,9,1.0,0,0
math-426,math,1,,MER,9,1.0,1,0
math-427,math,1,,SYN,9,1.0,0,0
math-428,math,1,,SYN,9,1.0,0,0
math-429,math,1,,MER,9,0.889,0,0
math-430,math,1,,SYN,9,1.0,0,0
math-431,math,1,,MER,9,0.889,0,0
math-432,math,1,,MER,9,0.667,0,0
math-433,math,1,,SYN,9,1.0,0,0
math-434,math,1,,SYN,9,1.0,0,0
math-435,math,1,,SYN,9,1.0,0,0
math-436,math,1,,SYN,9,1.0,0,0
math-437,math,1,,SYN,9,1.0,0,0
math-438,math,1,,MER,9,0.667,0,0
math-439,math,1,,SYN,9,1.0,0,0
math-440,math,1,,ANT,9,1.0,1,0
math-441,math,1,,SYN,9,1.0,0,0
math-442,math,1,,SYN,9,1.0,0,0
math-443,math,1,,MER,9,1.0,1,0
math-444,math,1,,MER,9,1.0,0,0
math-445,math,1,,SYN,9,1.0,0,0
math-446,math,1,,SYN,9,1.0,0,0
math-447,math,1,,SYN,9,1.0,0,0
math-448,math,1,,MER,9,0.444,1,1
math-449,math,1,,SYN,9,0.778,0,0
math-450,math,1,,ANT,9,1.0,1,0
math-451,math,1,,ANT,9,1.0,1,0
math-452,math,1,,SYN,9,1.0,0,0
math-453,math,1,,MER,9,1.0,0,0
math-454,math,1,,SYN,9,1.0,1,0
math-455,math,1,,MER,9,1.0,1,0
math-456,math,1,,SYN,9,1.0,0,0
math-457,math,1,,MER,9,0.556,1,0
math-458,math,1,,SYN,9,1.0,0,0
math-459,math,1,,ANT,9,1.0,1,0
math-460,math,1,,MER,9,1.0,1,0
math-461,math,1,,SYN,9,1.0,0,0
math-462,math,1,,SYN,9,0.889,0,0
math-463,math,1,,MER,9,0.778,0,0
math-464,math,1,,ANT,9,1.0,1,0
math-465,math,1,,MER,9,0.667,1,0
math-466,math,1,,MER,9,0.556,0,0
math-467,math,1,,ANT,9,0.556,0,0
math-468,math,1,,SYN,9,0.778,0,0
math-469,math,1,,SYN,9,1.0,0,0
math-470,math,1,,SYN,9,1.0,0,0
math-471,math,1,,MER,9,0.778,0,0
math-472,math,1,,SYN,9,1.0,0,0
math-473,math,1,,MER,9,0.889,0,0
math-474,math,1,,SYN,9,1.0,0,0
math-475,math,1,,SYN,9,1.0,0,0
math-476,math,1,,SYN,9,1.0,0,0
math-477,math,1,,SYN,9,0.556,0,0
math-478,math,1,,MER,9,0.556,0,0
math-479,math,1,,SYN,9,1.0,0,0
math-480,math,1,,SYN,9,0.778,0,0
math-481,math,1,,MER,9,0.889,0,0
math-482,math,1,,NONE,9,0.556,0,0
math-483,math,1,,MER,9,0.667,1,0
math-484,math,1,,SYN,9,0.556,0,0
math-485,math,1,,SYN,9,1.0,0,0
math-486,math,1,,SYN,9,1.0,0,0
math-487,math,1,,MER,9,1.0,1,0
math-488,math,1,,MER,9,0.667,1,0
math-489,math,1,,SYN,9,1.0,0,0
math-490,math,1,,MER,9,1.0,1,0
math-491,math,1,,SYN,9,0.778,0,0
math-492,math,1,,MER,9,1.0,1,0
math-493,math,1,,MER,9,0.889,1,0
math-494,math,1,,MER,9,0.778,1,0
math-495,math,1,,MER,9,0.889,1,0
math-496,math,1,,MER,9,1.0,1,0
math-497,math,1,,SYN,9,1.0,0,0
math-498,math,1,,MER,9,1.0,1,0
math-499,math,1,,SYN,9,0.667,1,0
math-500,math,1,,MER,9,0.889,1,0
math-501,math,1,,SYN,9,0.556,0,0
math-502,math,1,,MER,9,1.0,1,0
math-503,math,1,,MER,9,0.333,0,1
math-504,math,1,,NONE,9,0.778,0,0
math-505,math,1,,MER,9,0.889,1,0
math-506,math,1,,MER,9,1.0,1,0
math-507,math,1,,MER,9,0.667,1,0
math-508,math,1,,SYN,9,1.0,0,0
math-509,math,1,,SYN,9,1.0,0,0
math-510,math,1,,SYN,9,1.0,0,0
math-511,math,1,,SYN,9,1.0,0,0
math-512,math,1,,MER,9,0.889,1,0
math-513,math,1,,MER,9,1.0,1,0
math-514,math,1,,ANT,9,1.0,1,0
math-515,math,1,,ANT,9,0.556,0,0
math-516,math,1,,SYN,9,0.778,0,0
math-517,math,1,,MER,9,0.889,0,0
math-518,math,1,,MER,9,0.556,1,0
math-519,math,1,,ANT,9,1.0,1,0
math-520,math,1,,SYN,9,1.0,0,0
math-521,math,1,,ANT,9,0.556,1,0
math-522,math,1,,MER,9,0.778,1,0
math-523,math,1,,MER,9,0.889,1,0
math-524,math,1,,MER,9,0.889,1,0
math-525,math,1,,ANT,9,1.0,1,0
math-526,math,1,,SYN,9,0.889,0,0
math-527,math,1,,SYN,9,1.0,0,0
math-528,math,1,,SYN,9,1.0,0,0
math-529,math,1,,SYN,9,1.0,0,0
math-530,math,1,,MER,9,0.778,0,0
math-531,math,1,,SYN,9,1.0,0,0
math-532,math,1,,SYN,9,1.0,0,0
math-533,math,1,,SYN,9,1.0,0,0
math-534,math,1,,MER,9,0.778,0,0
math-535,math,1,,MER,9,1.0,0,0
math-536,math,1,,SYN,9,1.0,0,0
math-537,math,1,,MER,9,0.667,0,0
math-538,math,1,,MER,9,0.889,0,0
math-539,math,1,,SYN,9,1.0,0,0
math-540,math,1,,MER,9,0.556,1,0
math-541,math,1,,MER,9,1.0,1,0
math-542,math,1,,MER,9,0.889,1,0
math-543,math,1,,SYN,9,1.0,0,0
math-544,math,1,,SYN,9,0.889,0,0
math-545,math,1,,SYN,9,1.0,0,0
math-546,math,1,,SYN,9,0.444,0,0
math-547,math,1,,MER,9,1.0,0,0
math-548,math,1,,MER,9,1.0,1,0
math-549,math,1,,MER,9,0.778,0,0
math-550,math,1,,MER,9,1.0,1,0
math-551,math,1,,SYN,9,0.667,0,0
math-552,math,1,,SYN,9,1.0,0,0
math-553,math,1,,SYN,9,1.0,0,0
math-554,math,1,,ANT,9,1.0,1,0
math-555,math,1,,SYN,9,1.0,0,0
math-556,math,1,,SYN,9,1.0,0,0
math-557,math,1,,SYN,9,1.0,0,0
math-558,math,1,,SYN,9,1.0,0,0
math-559,math,1,,MER,9,0.889,1,0
math-560,math,1,,SYN,9,1.0,0,0
math-561,math,1,,SYN,9,1.0,0,0
math-562,math,1,,SYN,9,1.0,0,0
math-563,math,1,,MER,9,0.778,1,0
math-564,math,1,,SYN,9,1.0,0,0
math-565,math,1,,ANT,9,1.0,1,0
math-566,math,1,,MER,9,0.556,1,0
math-567,math,1,,SYN,9,0.778,0,0
math-568,math,1,,SYN,9,1.0,0,0
math-569,math,1,,SYN,9,1.0,0,0
math-570,math,1,,ANT,9,1.0,0,0
math-571,math,1,,SYN,9,0.556,1,0
math-572,math,1,,ANT,9,1.0,1,0
math-573,math,1,,MER,9,0.667,0,0
math-574,math,1,,MER,9,0.667,0,0
math-575,math,1,,SYN,9,1.0,0,0
math-576,math,1,,SYN,9,1.0,0,0
math-577,math,1,,SYN,9,0.889,0,0
math-578,math,1,,SYN,9,0.889,0,0
math-579,math,1,,MER,9,1.0,0,0
math-580,math,1,,MER,9,1.0,1,0
math-581,math,1,,SYN,9,1.0,0,0
math-582,math,1,,SYN,9,1.0,0,0
math-583,math,1,,SYN,9,1.0,0,0
math-584,math,1,,MER,9,1.0,1,0
math-585,math,1,,ANT,9,1.0,0,0
math-586,math,1,,ANT,9,1.0,1,0
math-587,math,1,,SYN,9,1.0,0,0
math-588,math,1,,SYN,9,1.0,0,0
math-589,math,1,,MER,9,1.0,1,0
math-590,math,1,,MER,9,0.778,1,0
math-591,math,1,,MER,9,0.889,1,0
math-592,math,1,,ANT,9,1.0,1,0
math-593,math,1,,ANT,9,1.0,1,0
math-594,math,1,,MER,9,0.778,0,0
math-595,math,1,,SYN,9,1.0,1,0
math-596,math,1,,SYN,9,0.556,0,0
math-597,math,1,,MER,9,1.0,0,0
math-598,math,1,,ANT,9,1.0,1,0
math-599,math,1,,ANT,9,1.0,1,0
math-600,math,1,,SYN,9,1.0,0,0
math-601,math,1,,MER,9,1.0,1,0
math-602,math,1,,MER,9,1.0,1,0
math-603,math,1,,SYN,9,1.0,0,0
math-604,math,1,,MER,9,1.0,0,0
math-605,math,1,,SYN,9,1.0,0,0
math-606,math,1,,SYN,9,1.0,0,0
math-607,math,1,,SYN,9,0.889,0,0
math-608,math,1,,SYN,9,0.556,1,0
math-609,math,1,,SYN,9,0.778,0,0
math-610,math,1,,MER,9,0.556,1,0
math-611,math,1,,MER,9,1.0,1,0
math-612,math,1,,SYN,9,1.0,1,0
math-613,math,1,,SYN,9,1.0,0,0
math-614,math,1,,MER,9,1.0,0,0
math-615,math,1,,MER,9,0.444,1,0
math-616,math,1,,ANT,9,1.0,1,0
math-617,math,1,,SYN,9,1.0,0,0
math-618,math,1,,SYN,9,1.0,0,0
math-619,math,1,,ANT,9,1.0,1,0
math-620,math,1,,SYN,9,1.0,0,0
math-621,math,1,,MER,9,1.0,1,0
math-622,math,1,,SYN,9,1.0,0,0
math-623,math,1,,SYN,9,1.0,0,0
math-624,math,1,,SYN,9,0.778,0,0
math-625,math,1,,SYN,9,1.0,0,0
